INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,IDADE,HOMEKIDS,YOJ,SALARIO,CONTA_CLI,HOME_VAL,CASADO,SEX,EDUCATION,JOB,TRAVTIME,USO_PROD,VALOR_SOLICITADO,TIF,TIPO_PROD,PROD_ALTO_VALOR,OLDCLAIM,CLM_FREQ,TRAN_SUSP,TEMPO_CLIENTE,TEMPO_VIDA_PROD,URBANICITY
6254,0,0,0,31,4,0,0,No,87889.2207307718,Yes,M,Mestrado,Do Lar,66.3209005978712,Pessoal,7860,6,Renda Variavel,no,1105,2,No,2,15,Rural
6255,1,3698,0,36,1, ,61320.403405531,Yes,0,No,F,Ensino Superior,Gerente,33.5389587391034,Pessoal,11580,4,Renda Variavel,no,23198,3,Yes,5,12,Urbano
6258,0,0,0,49,0,10,57714.0337035581,No,0,No,M,Ensino Superior,Gerente,5,Comercial,21450,10,Renda Fixa,yes,0,0,No,5,1,Urbano
6260,0,0,0,47,0, ,25620.055857214,No,141115.248139292,Yes,M,Ensino Medio,Trabalho Administrativo,64.1924657777344,Pessoal,8760,6,Poupanca,yes,0,0,No,0,10,Rural
6261,1,4487,0,38,4,14,40248.2608584852,No,166402.085126053,Yes,M,Ensino Medio,Trabalho Manual,27.1858014005133,Comercial,11520,1,Poupanca,yes,0,0,No,1,9,Urbano
6262,1,4575,0,33,4,0,0,No,0,Yes,M,Ensino Fundamental,Estudante,5,Comercial,8700,4,Criptomeda,no,0,0,No,0,1,Urbano
6263,1,8199,0,25,1,11,3355.18149550707,Yes,0,No,M,Ensino Superior,Estudante,27.1421387297195,Comercial,10060,4,Criptomeda,yes,0,0,No,0,5,Urbano
6264,1,7108,0,45,2,15,35441.4782719795,No,143568.604590179,Yes,F,Mestrado,Advogado,38.9034916135385,Pessoal,6000,1,Renda Variavel,no,9611,2,No,6,15,Urbano
6265,0,0,0,60,0,12,32602.7625836437,No,0,No,M,PhD,Advogado,37.6301001263814,Pessoal,12840,1,Poupanca,no,8294,4,No,0,15,Urbano
6267,0,0,0,48,0,10,49601.8246716139,No,196320.388817911,Yes,M,Ensino Medio,Trabalho Administrativo,9.57784585003625,Comercial,17030,13,Renda Fixa,yes,0,0,No,0,1,Rural
6269,0,0,0,55,0,10,20046.4785622666,No,154672.087217393,Yes,F,Mestrado,Gerente,26.3515792995436,Pessoal,39580,13,Poupanca,no,0,0,No,0,20,Urbano
6270,0,0,0,46,0,6,182650.312764087,No,419729.74711367,Yes,M,Mestrado, ,58.5380828701423,Comercial,34540,1,Tesouro Direto,yes,0,0,No,0,13,Urbano
6271,0,0,0,40,2, ,44029.1271706379,No,142645.048156473,Yes,F,Ensino Fundamental,Trabalho Manual,5,Pessoal,9900,17,Renda Variavel,no,0,0,No,0,6,Urbano
6272,0,0,0,52,0,10,61987.6331573085,No,209789.25768581,Yes,F,Mestrado,Advogado,24.1414471086604,Pessoal,12900,4,Renda Variavel,no,0,0,No,0,23,Urbano
6273,0,0,0,54,0,9,76799.4616875579,No,0,No,F,Mestrado,Gerente,44.6115685118863,Pessoal,20410,6,Renda Variavel,no,0,0,No,0, ,Urbano
6274,0,0,0,54,0,12,52087.5720388682,No, ,Yes,M,Ensino Medio,Trabalho Manual,35.7612347347829,Comercial,10470,1,Criptomeda,yes,0,0,No,0,1,Urbano
6276,0,0,0,46,0,13,43219.7828902511,No,204281.705890838,Yes,F,Mestrado,Advogado,28.3748725170817,Pessoal,6100,1,Renda Variavel,no,2882,1,No,4,12,Urbano
6277,0,0,0,56,2,14,69098.1996152799,No,224599.931511193,Yes,F,Ensino Superior,Profissional,20.8162852733514,Pessoal,11800,1,Renda Variavel,no,0,0,No,0,11,Urbano
6278,0,0,0,44,0,11,89782.0293032751,No,237927.180454273,Yes,F,Mestrado,Advogado,45.373232599975,Pessoal,10260,11,Renda Variavel,no,0,0,No,0,12,Urbano
6279,0,0,0,36,2,13,76844.8579757876,Yes,0,No,F,Ensino Medio,Profissional,33.907490880267,Pessoal,17420,6,Poupanca,no,0,0,Yes,0,11,Rural
6281,0,0,0,56,0, ,1336.3091273214,No,108929.339590109,No,M,Mestrado,Gerente,17.6851202891659,Pessoal,16140,1,Poupanca,yes,0,0,No,2,12,Urbano
6282,0,0,0,50,0,12,78100.3941685505,No,239999.641193428,Yes,M,Mestrado,Advogado,27.8391941198538,Pessoal,13380,25,Poupanca,yes,0,0,No,0,15,Urbano
6284,1,4274,2,40,2,15,40015.3368109101,Yes,145020.55808046,No,M,Ensino Medio,Trabalho Manual,15.3097110111258,Comercial,25120,1,Tesouro Direto,no,0,0,No,2,1,Urbano
6285,0,0,0,53,0,14,62404.5019221244,No,225899.395618729,Yes,M,Ensino Medio,Profissional,39.0319937205386,Pessoal,11400,14,Criptomeda,yes,0,0,No,0,6,Urbano
6286,0,0,0,48,0,6,105355.667326406,No, ,Yes,M,Ensino Superior,Profissional,54.6731158862409,Comercial,16840,6,Renda Fixa,yes,2605,3,No,5,8,Urbano
6287,0,0,0,45,0,11,86810.157134599,No,284565.249542639,Yes,F,Ensino Superior,Profissional,44.2576837913767,Pessoal,17670,1,Renda Variavel,no,0,0,No,1,8,Urbano
6290,0,0,0,34,3, ,30432.0364338601,Yes,138584.338234734,No,M,Ensino Medio,Trabalho Administrativo,39.8190787223343,Comercial,16420,1,Renda Fixa,yes,3367,1,No,4,1,Urbano
6291,1,2953,0,44,0,0,0,No,115328.965451108,Yes,F,Ensino Medio,Do Lar,64.8673254729176,Pessoal,5900,1,Renda Variavel,no,3218,1,No,7,7,Urbano
6292,0,0,0,43,0,0,0,No,0,No,F,Ensino Medio,Do Lar,19.6214153099077,Pessoal,1620,1,Renda Variavel,no,0,0,No,1,6,Rural
6293,0,0,2,44,2, ,81965.5846060833,No,249462.728824276,Yes,F,Ensino Superior,Trabalho Manual,23.1339701753769,Comercial,19600,1,Poupanca,no,3592,3,No,6,8,Urbano
6294,0,0,2,40,2,12, ,No,119431.163356113,Yes,F,Ensino Fundamental,Trabalho Administrativo,46.7506816864187,Pessoal,14810,8,Poupanca,no,858,2,No,0,6,Urbano
6295,0,0,0,48,0,0,0,No,100591.640810147,No,F,Mestrado,Do Lar,19.8857125742845,Pessoal,8470,6,CDB,no,21949,2,No,0,22,Urbano
6296,0,0,0,36,1,13,40833.5857490989,No,205129.66278968,Yes,F,Ensino Medio,Trabalho Manual,48.0671762362494,Pessoal,10080,3,CDB,no,0,0,Yes,0,1,Rural
6297,0,0,0,40,0,14,79281.5617397297,No,203515.721778491,Yes,F,Ensino Superior,Profissional,26.5623718314159,Pessoal,21350,6,Renda Variavel,no,0,0,No,0,1,Urbano
6298,0,0,0,46,0,12,38392.3383405932,No,210038.605702278,Yes,M,Ensino Fundamental,Trabalho Manual,51.948406265275,Pessoal,9940,4,Criptomeda,yes,5629,1,No,2,1,Urbano
6299,1,5499,0,39,0,11,23919.1771695365,No,0,No,F,Ensino Fundamental,Trabalho Administrativo,28.9825011321486,Pessoal,5400,6,CDB,no,4031,1,No,4,6,Urbano
6300,0,0,0,39,2,13,79484.4835365469,No,239903.549257005,Yes,F,Ensino Superior,Trabalho Manual,19.1963307827539,Comercial,5400,1,Renda Variavel,no,0,0,No,2,4,Rural
6302,0,0,0,48,0,15,77039.3459716667,No,0,No,F,Mestrado,Gerente,24.8330774960826,Pessoal,9200,6,Renda Variavel,no,0,0,No,0,13,Urbano
6303,0,0,0,61,0,0,0,No,0,No,F,Ensino Fundamental,Estudante,62.3728636064155,Pessoal,16430,6,Renda Variavel,no,3106,1,No,6,7,Rural
6304,0,0,0,44,0,0,0,No,0,No,F,Mestrado,Do Lar,21.0751309267637,Pessoal,16560,6,Poupanca,no,0,0,No,2,12,Urbano
6305,0,0,0,61,0,13,41348.5454788652,No,215204.96154936,Yes,F,Ensino Medio,Trabalho Manual,56.294121779324,Comercial,14460,9,CDB,no,0,0,No,0,3,Rural
6306,0,0,0,52,0,14,40555.8086170658,No,190085.991293392,Yes,M,Ensino Medio,Trabalho Administrativo,29.8294019230766,Comercial,11860,1,Criptomeda,yes,0,0,No,2,9,Rural
6307,0,0,0,49,0,13,56867.7266511078,No,0,No,M,Ensino Superior,Profissional,5,Pessoal,13950,11,Poupanca,yes,0,0,No,0,11,Urbano
6309,1,5626,2,44,2,13,111701.173902522,No,303430.299891695,Yes,F,Ensino Superior,Gerente,31.5222246253099,Pessoal,16370,1,CDB,no,4873,2,No,1,7,Urbano
6310,1,2217,0,50,0,9,71543.9743334683,No,0,No,M,Ensino Medio,Trabalho Manual,35.5727029353821,Comercial,29900,4,Tesouro Direto,yes,10768,3,No,0,9,Urbano
6311,0,0,0,62,0,14,96414.644528712,No,290329.316461249,Yes,M,PhD,Medico,5,Pessoal,7700,7,Poupanca,yes,0,0,No,1,19,Urbano
6312,1,10209,2,39,3,12,71303.7664230423,No, ,Yes,F,Ensino Superior,Trabalho Administrativo,42.9461516469939,Comercial,7210,4,Renda Variavel,no,0,0,Yes,2,9,Urbano
6313,0,0,0,48,0,15,185747.337660576,No,449553.337924356,Yes,F,PhD,Do Lar,11.8032694991551,Pessoal,40260,4,Renda Fixa,no,0,0,No,0,20,Urbano
6319,0,0,0,55,0,11,54276.0586327198,No,190353.985102361,Yes,M,Ensino Medio,Gerente,27.834226563263,Comercial,23470,4,Tesouro Direto,yes,0,0,No,3,11,Urbano
6320,1,3585,0,44,0,12,29914.1974402194,No,0,No,F,Ensino Medio,Trabalho Manual,40.874564655314,Comercial,5900,3,CDB,no,0,0,No,1,1,Rural
6321,0,0,0,50,0,13, ,No,130264.067840001,Yes,M,Ensino Superior,Gerente,45.8603974555023,Pessoal,18460,7,Poupanca,yes,1226,1,No,0,6,Urbano
6322,0,0,0,44,2,14, ,No,298520.255620928,Yes,F,Ensino Superior,Trabalho Manual,5,Comercial,21790,6,Poupanca,no,0,0,No,1,1,Urbano
6324,0,0,0,42,1,13,86215.6721484319,No,272828.857617534,Yes,M,Ensino Superior,Profissional,45.5545418157506,Comercial,4970,4,Criptomeda,yes,0,0,No,5, ,Rural
6325,0,0,0,57,0,14,135360.772832218,No,390682.135495001,Yes,M,Mestrado,Advogado,40.8805883269651,Pessoal,15040,4,Poupanca,no,0,0,No,1,10,Rural
6326,0,0,0,39,0,8,69513.6555846532,No, ,Yes,M,Mestrado,Gerente,19.7925215999181,Pessoal,8450,1,Criptomeda,yes,0,0,No,1,11,Urbano
6327,0,0,1,42,1,9,34560.0961164994,No,119625.9808229,Yes,M,Ensino Fundamental,Trabalho Administrativo,36.1079602203379,Pessoal,21040,10,Poupanca,yes,0,0,No,2,7,Urbano
6328,1,5800,1,40,2,7,82565.3719564076,Yes,0,No,M,Ensino Superior,Profissional,13.7423143805966,Comercial,26440,6,Tesouro Direto,yes,3699,3,No,0,18,Urbano
6330,1,4873,0,49,0,8,3043.88102788079,No,0,No,F,Ensino Medio,Estudante,64.5945243237386,Pessoal,1800,6,CDB,no,0,0,No,4, ,Urbano
6331,0,0,0,48,0,12,47747.9705065118,No,154668.511803277,Yes,F,Ensino Medio,Gerente,45.2860602446624,Pessoal,11070,1,Renda Variavel,no,23937,5,Yes,0,1,Urbano
6332,0,0,0,38,3,12,107958.318881313,Yes,273174.275022143,No,F,Ensino Superior,Profissional,11.4167523542873,Pessoal,24270,11,Renda Variavel,no,0,0,No,1,11,Urbano
6333,0,0,0,39,2,12,52051.8479665821,Yes,0,No,F,Ensino Superior,Gerente,41.5678959837858,Pessoal,12690,1,Renda Variavel,no,0,0,No,1,12,Urbano
6334,0,0,0,46,0,3,116667.995570032,No,0,No,F,Mestrado,Profissional,29.9963164187818,Pessoal,31180,7,Criptomeda,no,0,0,No,1,12,Urbano
6335,0,0,0,36,0,12,30883.8675044237,No,184655.860132832,Yes,F,Ensino Medio,Trabalho Administrativo,23.469418963775,Pessoal,11090,1,CDB,no,0,0,No,3,1,Rural
6337,0,0,0,33,1,11,56404.6079654968,No,137033.985494194,Yes,F,Ensino Medio,Gerente,32.113889722817,Pessoal,29200,1,Criptomeda,no,21805,1,Yes,2,5,Urbano
6338,0,0,1,41,1,14,57073.3350030784,No,230870.497215397,Yes,F,Ensino Medio,Profissional,37.6361931159444,Pessoal,18260,4,CDB,no,0,0,No,1,1,Urbano
6339,0,0,0,52,0,13, ,No,163285.300279066,No,M,Ensino Fundamental,Trabalho Manual,27.8737142420666,Pessoal,10430,6,Criptomeda,yes,0,0,No,0,1,Rural
6340,0,0,0,21,2,6,5410.6091364625,No,0,Yes,M,Ensino Fundamental,Estudante,22.8299353506507,Pessoal,15130,1,Poupanca,no,0,0,No,6,1,Rural
6342,0,0,2,39,2,12,97598.0409001735,No,275282.489207505,Yes,F,PhD,Advogado,5,Pessoal,36610,4,Renda Fixa,no,0,0,Yes,0,13,Urbano
6343,1,4790,0,29,1,14,51724.0638473855,No,148689.308130097,Yes,M,Ensino Medio,Profissional,44.7915027038167,Comercial,10330,7,Criptomeda,no,0,0,Yes,2,1,Urbano
6344,1,1327.08460971057,1,44,1,15, ,No,250379.59919744,Yes,M,Ensino Medio,Trabalho Manual,5,Comercial,17730,13,Renda Fixa,no,6421,1,No,0,6,Urbano
6345,0,0,2,41,3, ,29828.7584175914,No,82792.6673421008,Yes,F,Ensino Fundamental,Trabalho Administrativo,42.4707897590548,Pessoal,16860,6,Renda Variavel,no,0,0,No,0,5,Rural
6346,1,1315,0,49,0,9,82536.1276537896,No,238959.302903414,No,F,Mestrado,Advogado,30.4431745945204,Pessoal,7350,3,CDB,no,46105,1,Yes,2,7,Urbano
6347,0,0,0,46,0,7,8588.36441519975,No,119058.065729287,Yes,F,Mestrado,Do Lar,58.1885779549919,Pessoal,19600,13,Poupanca,yes,0,0,No,1,10,Rural
6350,1,2365,0,57,0,9,97058.5243509572,No,311131.283584233,Yes,F,Ensino Medio,Profissional,29.5158097575452,Pessoal,15050,6,Renda Variavel,no,6713,3,No,0,1,Rural
6351,0,0,0,46,0,13,61673.8891081167,No,0,No,M,Ensino Superior,Gerente,16.089773060102,Pessoal,12270,4,Poupanca,yes,0,0,No,0,10,Urbano
6352,1,5922,0,50,0,10, ,No, ,Yes,M,Ensino Medio,Trabalho Administrativo,37.8802473535988,Pessoal,3630,4,Poupanca,no,3653,1,No,6, ,Urbano
6353,1,2149,0,40,1,0,0,Yes,0,No,F,Mestrado,Do Lar,31.5377979672152,Pessoal,2750,3,Renda Variavel,no,39401,3,Yes,1,10,Urbano
6354,1,3527,0,33,1,13,49120.5011919847,Yes,222341.574004748,No,M,Ensino Medio,Profissional,30.567171407899,Comercial,12170,4,Criptomeda,no,3055,2,No,7,8,Rural
6355,0,0,0,53,1,10,39922.6000833678,Yes,190523.211430474,No,F,Ensino Medio,Trabalho Manual,43.7746281534641,Comercial,1500,7,CDB,no,3011,2,No,3,1,Urbano
6356,0,0,0,35,3,12,43491.9130297446,Yes, ,No,M,Ensino Medio,Trabalho Administrativo,36.5541662668746,Pessoal,18780,1,Renda Fixa,no,5437,2,No,4,1,Rural
6357,0,0,0,54,0,15,80297.1101485596,No,0,No,M,Mestrado, ,29.2425209699241,Comercial,24160,1,Tesouro Direto,yes,0,0,No,2,13,Urbano
6358,0,0,0,48,0,12,55378.1161551125,No,173998.340152228,Yes,M,Ensino Medio,Trabalho Manual,43.5964281124256,Comercial,14610,1,Poupanca,yes,0,0,No,0,9,Rural
6359,1,3620,0,48,0,0,0,No,0,No,F,Ensino Superior,Do Lar,24.1398187701246,Pessoal,1500,9,CDB,no,8567,2,No,9,8,Urbano
6360,0,0,0,45,1,17, ,No,0,Yes,F,Ensino Medio,Estudante,31.690123818872,Pessoal,6530,4,Renda Variavel,no,0,0,No,0,1,Urbano
6361,1,5563,0,39,0,10,116246.930728451,No,0,No,M,Ensino Superior,Trabalho Manual,24.9848701082433,Comercial,21380,1,Renda Fixa,no,0,0,No,0,8,Urbano
6362,0,0,0,37,2,14, ,Yes, ,No,F,Mestrado,Advogado,24.8874728592493,Pessoal,7590,4,Renda Variavel,no,0,0,No,4, ,Urbano
6363,0,0,0,32,1,13,75512.4686693058,Yes,0,No,F,Ensino Medio,Gerente,8.05100868242629,Pessoal,20760,4,Renda Variavel,no,0,0,Yes,2,6,Urbano
6364,0,0,0,50,0,5,45070.1587807749,No,171264.569796745,Yes,F,Ensino Fundamental,Trabalho Manual,34.1945412943683,Pessoal,22240,1,Criptomeda,no,0,0,No,1,1,Urbano
6366,0,0,0,50,0, ,238723.562224326,No,576823.921959973,Yes,F,PhD,Medico,36.5166963090549,Pessoal,30370,4,Poupanca,no,0,0,No,0,15,Urbano
6367,1,4212,0,41,0,13,39054.755768614,No,173444.176885835,Yes,M,Ensino Fundamental,Trabalho Manual,81.2686367809212,Comercial,26020,4,Tesouro Direto,no,1044,2,No,5,5,Urbano
6368,0,0,0,36,3,14,27012.159305625,No,127688.718421175,Yes,F,Ensino Medio,Trabalho Administrativo,30.2732616786646,Pessoal,12410,1,Renda Variavel,no,0,0,No,0,9,Rural
6369,0,0,0,35,1,12,67075.1272706172,No,216740.407683607,Yes,M,Ensino Superior,Gerente,7.25029029331455,Comercial,28680,1,Tesouro Direto,no,0,0,No,0,16,Urbano
6370,1,6405,0,53,0,12,41358.5560742737,No,182241.71993712,Yes,M,Mestrado, ,31.4314629332751,Comercial,16850,9,Renda Fixa,yes,9581,1,No,4,1,Urbano
6371,0,0,0,37,0, ,18554.5678222501,No,97618.1171367051,Yes,M,Ensino Medio,Trabalho Administrativo,36.4238917429305,Pessoal,45730,6,Poupanca,no,8270,1,No,3,7,Urbano
6373,0,0,0,56,0,12,137180.762586431,No,392070.348476806,Yes,F,Ensino Superior,Profissional,46.8984801907649,Pessoal,40260,4,Renda Variavel,no,0,0,No,1,7,Rural
6374,0,0,0,46,0,7,85559.0623930346,No,285506.308401067,Yes,M,Ensino Superior,Profissional,18.1658624077403,Pessoal,15190,14,Poupanca,yes,0,0,No,2,9,Rural
6375,0,0,0,53,0,12,45431.8844894721,No,182320.183297388,Yes,M,Ensino Superior,Trabalho Administrativo,26.5969761826422,Pessoal,14560,1,Poupanca,no,5465,1,No,4,16,Urbano
6377,0,0,0,51,0,16,133469.347937,No,376661.733599395,Yes,M,Mestrado, ,23.198604073204,Pessoal,19950,1,Renda Fixa,yes,0,0,No,1,13,Urbano
6380,0,0,0,47,0,11,32916.4672774575,No,0,No,M,Ensino Fundamental,Trabalho Administrativo,34.3665278853073,Pessoal,5640,1,Criptomeda,yes,0,0,No,0,1,Rural
6381,0,0,0,38,0,0,0,No,72863.6768160748,Yes,F,Ensino Medio,Do Lar,50.5424055482373,Pessoal,22740,4,Renda Variavel,no,7171,2,No,0,9,Urbano
6384,0,0,0,51,0,9,94560.8310525124,No,250521.020054483,No,M,Mestrado,Advogado,23.695797927728,Pessoal,21710,4,Renda Fixa,yes,679,3,No,4,17,Urbano
6385,0,0,0,55,0,14,37929.7727148591,No,190512.57878986,Yes,M,Ensino Superior,Gerente,51.2779264244557,Pessoal,10790,12,Criptomeda,no,0,0,No,0,10,Urbano
6386,1,2663,0,50,0,0,0,No,122287.152937521,Yes,M,Ensino Fundamental,Estudante,65.5983914375463,Pessoal,1500,1,Poupanca,yes,0,0,No,0,1,Rural
6387,0,0,0,39,2,12,52051.8479665821,Yes,0,No,F,Ensino Superior,Gerente,30.7749340658947,Pessoal,21980,14,Renda Variavel,no,0,0,Yes,2, ,Urbano
6388,0,0,0,31,1,12,22654.1481406999,Yes,0,No,F,Ensino Fundamental,Trabalho Manual,38.2865701513618,Pessoal,13330,1,Renda Variavel,no,0,0,Yes,2,6,Urbano
6391,0,0,0,46,0,15,62564.5744129403,No,188188.924350621,Yes,M,Ensino Medio,Trabalho Manual,34.6500289660066,Comercial,14450,7,Poupanca,yes,0,0,No,0,8,Urbano
6393,1,3220,0,38,1,11,51551.085696848,No,177941.908027835,Yes,F,Ensino Superior,Trabalho Manual,18.9399868069373,Pessoal,15380,1,Renda Variavel,no,5563,3,No,3, ,Urbano
6395,0,0,0,48,0,9,72838.4664211632,No,204779.905045195,Yes,M,Ensino Superior,Trabalho Manual,49.4608413402929,Comercial,13580,1,Poupanca,no,0,0,No,1,1,Rural
6396,0,0,0,46,0,13,5014.92566983863,No,105811.233305966,Yes,M,Ensino Fundamental,Trabalho Manual,44.7546603037388,Pessoal,2690,1,Poupanca,yes,0,0,No,0,8,Urbano
6397,1,2546,0,22,0,7,12300.8735236997,No,0,No,F,Ensino Superior,Trabalho Manual,49.1696504232111,Comercial,8770,6,CDB,yes,9232,3,No,11,14,Urbano
6398,0,0,0,42,0,11,36863.5572759828,No,104135.572715761,Yes,F,Ensino Medio,Trabalho Administrativo,29.0148909581341,Pessoal,5700,6,Renda Variavel,no,5930,1,No,0,1,Urbano
6399,0,0,0,44,0,9,138441.829374676,No,0,No,F,Mestrado,Advogado,30.5873071644418,Pessoal,19740,10,Criptomeda,no,0,0,No,0,12,Urbano
6400,0,0,0,42,3,16,39636.150604038,No,161117.285996558,Yes,F,Ensino Fundamental,Trabalho Manual,56.390255368379,Comercial,26550,9,Criptomeda,no,0,0,No,2,5,Urbano
6401,0,0,0,38,0,12, ,No,125191.419059321,Yes,M,Ensino Fundamental,Trabalho Manual,24.8134117806923,Comercial,10250,1,Criptomeda,yes,0,0,Yes,0,1,Rural
6403,1,1125,0,55,0,10,54877.4929201001,No,0,No,M,Ensino Superior,Trabalho Administrativo,37.3038480657862,Comercial,42170,6,Tesouro Direto,yes,0,0,Yes,0,8,Urbano
6407,1,5423,0,35,3,9,63364.3612773621,Yes,0,No,M,Mestrado,Profissional,68.5789985859599,Comercial,23330,1,Tesouro Direto,yes,0,0,No,0,16,Urbano
6408,0,0,0,54,0,0,0,No,91743.8846283435,Yes,F,Mestrado,Do Lar,23.1516714380858,Pessoal,6900,4,CDB,no,12271,4,No,2,13,Urbano
6412,0,0,0,66,0,17,102484.984818354,No,345448.532524993,Yes,M,Mestrado,Gerente,40.1700758334592,Pessoal,17610,4,Renda Variavel,yes,1194,3,No,1,12,Urbano
6413,0,0,0,46,0,7,79248.6160916797,No,269115.934100694,Yes,M,Ensino Superior,Trabalho Manual,23.9387095418825,Comercial,14020,4,Poupanca,no,0,0,No,0,12,Rural
6414,1,2394,0,31,3,10,26605.8423828025,Yes,0,No,F,Ensino Medio,Estudante,27.4846696085893,Comercial,10890,1,Renda Variavel,no,4044,2,No,0,9,Urbano
6415,0,0,0,45,0,10,50352.4215312067,No,201404.046033258,Yes,F,Ensino Superior,Do Lar,15.6976792231021,Pessoal,11040,7,Renda Variavel,no,0,0,No,0,15,Urbano
6416,0,0,0,31,0,9,73726.5326052993,No,0,No,M,Ensino Superior,Profissional,31.0592342664558,Comercial,19210,6,Renda Fixa,no,0,0,No,4,7,Urbano
6417,0,0,0,32,0,0,0,No,0,Yes,M,Ensino Fundamental,Estudante,22.1065219237338,Pessoal,9050,1,Criptomeda,no,10152,2,No,5,1,Urbano
6418,0,0,0,43,0,13,42768.1905706707,No,183793.024082399,Yes,M,Ensino Superior,Gerente,32.3051553834063,Pessoal,10080,1,Poupanca,yes,0,0,No,0,8,Urbano
6419,1,5401,1,43,1,9, ,Yes,0,No,M,Ensino Superior,Profissional,45.6812569163151,Pessoal,12830,4,Poupanca,no,1510,1,Yes,1,1,Urbano
6420,0,0,2,36,2,9,64598.5347928261,Yes,189527.381423731,No,M,Mestrado,Advogado,16.4222715587966,Pessoal,21490,4,Renda Fixa,yes,5846,2,No,1, ,Urbano
6422,0,0,0,50,0,14, ,No,117037.521680911,Yes,M,Ensino Fundamental,Trabalho Administrativo,21.8051168507859,Pessoal,15330,4,Poupanca,no,0,0,No,0,5,Urbano
6423,1,2931,0,67,1,14, ,No,219317.630186537,Yes,F,Ensino Medio,Profissional,66.0460266913705,Pessoal,14080,4,CDB,no,5898,3,No,3,1,Urbano
6424,0,0,0,48,0,7,22361.9146258678,No,127087.028223426,Yes,M,Ensino Fundamental,Trabalho Administrativo,39.343924227168,Pessoal,27160,3,Poupanca,yes,22906,1,Yes,0,1,Urbano
6425,0,0,0,51,0,7,66947.5118413766,No, ,No,M,Ensino Superior,Profissional,39.1103762701548,Comercial,28870,10,Tesouro Direto,no,0,0,No,0,8,Rural
6426,0,0,0,42,0, ,16422.9727324527,No,0,No,M,Ensino Fundamental,Trabalho Administrativo,43.7754637430014,Pessoal,21540,4,Poupanca,no,0,0,No,0,9,Rural
6427,0,0,0,54,0,15,52105.2094819808,No,196481.39435294,Yes,F,Mestrado,Advogado,39.5738127943343,Pessoal,21430,1,Renda Variavel,no,0,0,No,0,14,Urbano
6430,0,0,0,57,0,12,62411.0025895283,No,260638.062476825,Yes,M,Mestrado, ,31.4842982616791,Comercial,34720,1,Tesouro Direto,yes,30789,3,No,6,19,Urbano
6431,0,0,0,26,2,11,21442.9240151565,No,116421.480547985,Yes,M,Ensino Fundamental,Trabalho Administrativo,33.1310619008889,Pessoal,6240,1,Poupanca,no,0,0,No,0,1,Rural
6433,1,18539.9265595197,0,43,1,8,27413.4522889653,Yes, ,No,F,Ensino Medio,Trabalho Administrativo,9.89775652477172,Pessoal,8540,1,CDB,no,0,0,No,0, ,Urbano
6434,0,0,0,61,0,15,85553.8748018648,No,272542.256823352,Yes,M,Mestrado,Advogado,43.0817290201948,Pessoal,19870,1,Renda Variavel,yes,0,0,No,0,15,Urbano
6435,0,0,0,43,0,11,45931.3083448886,No,137861.117229436,Yes,M,Mestrado, ,5.09064016844388,Comercial,19870,6,Renda Fixa,yes,5989,3,No,3,21,Urbano
6439,0,0,0,55,0,6,86545.7538511925,No,329062.329563893,Yes,M,Mestrado,Advogado,6.48853373572252,Pessoal,15960,4,Poupanca,yes,0,0,No,3,18,Urbano
6440,0,0,0,40,3,13,120602.598297069,Yes,0,No,M,PhD,Medico,15.6963126903309,Pessoal,17560,10,Renda Fixa,no,0,0,No,0,13,Urbano
6441,1,7369,0,60,0,13,60431.9468759741,No,235069.891429431,Yes,M,Ensino Superior,Profissional,34.895353817209,Pessoal,18560,1,Poupanca,yes,0,0,No,0,10,Rural
6442,1,5463,0,52,0, , ,No, ,No,M,Ensino Superior,Trabalho Administrativo,35.717835485941,Comercial,22590,1,Tesouro Direto,yes,0,0,No,1, ,Urbano
6443,0,0,0,57,0,13,192296.758232004,No,488215.518603838,Yes,M,PhD, ,53.4052944274094,Comercial,33630,1,Tesouro Direto,yes,10074,1,No,3,21,Urbano
6444,0,0,0,55,0,6,38321.7681409339,No,149578.23546133,Yes,F,Ensino Superior,Gerente,5,Pessoal,15590,1,Poupanca,no,0,0,Yes,0,14,Urbano
6446,0,0,0,51,0,13,32570.3337451153,No,158054.750834806,Yes,M,Ensino Superior,Trabalho Administrativo,17.0387251364413,Comercial,9860,9,Criptomeda,yes,5533,1,No,6,9,Urbano
6448,0,0,0,35,0,12,101955.967094929,No,284104.441037629,Yes,F,Ensino Superior,Trabalho Manual,45.1619473147565,Comercial,28160,10,Poupanca,no,0,0,No,0,1,Urbano
6449,0,0,0,43,1,14,23215.4361661621,No,80406.0915121213,Yes,F,Ensino Medio,Do Lar,33.2359166019713,Comercial,16530,4,Poupanca,no,0,0,No,2,6,Rural
6451,0,0,0,35,0,14, ,No,172855.635388571,Yes,M,Ensino Superior,Gerente,10.1979717343237,Comercial,21950,1,Renda Fixa,no,0,0,No,0,10,Urbano
6452,1,11212.8686157313,0,26,0,9,24722.2014156799,No,0,No,F,Ensino Fundamental,Trabalho Administrativo,28.406516589896,Pessoal,9420,6,Renda Variavel,no,0,0,No,1,4,Urbano
6453,1,6880,1,38,2,12,14320.1722642607,Yes,77724.6907296562,No,F,Ensino Medio,Do Lar,25.9437983827321,Pessoal,23950,1,Poupanca,no,3718,1,No,0,4,Urbano
