INDEX,TARGET_FLAG,KIDSDRIV,IDADE,HOMEKIDS,YOJ,SALARIO,CONTA_CLI,HOME_VAL,CASADO,SEX,EDUCATION,JOB,TRAVTIME,USO_PROD,VALOR_SOLICITADO,TIF,TIPO_PROD,PROD_ALTO_VALOR,OLDCLAIM,CLM_FREQ,TRAN_SUSP,TEMPO_CLIENTE,TEMPO_VIDA_PROD,URBANICITY
5063, ,0,51,0,11,126441.6658,No,0,No,M,Mestrado, ,41.35011237,Comercial,7820,7,Criptomoeda,yes,0,0,No,0,11,Rural
5065, ,0,60,0,15,15260.82199,No,130773.1076,Yes,M,Ensino Fundamental,Trabalho Administrativo,56.16917244,Comercial,9030,1,Criptomoeda,yes,0,0,No,0,1,Rural
5066, ,0,47,0,13,108225.4051,No,330942.8957,Yes,M,PhD,Medico,55.11448049,Pessoal,21610,1,Poupanca,yes,0,0,No,3,10,Urbano
5076, ,0,40,0,8,118526.7599,No,323323.7576,No,M,Mestrado, ,48.15002515,Comercial,22750,6,Renda Variavel,no,0,0,No,0,13,Urbano
5089, ,0,42,0,8,5824.066294,No,86232.48156,Yes,F,Ensino Fundamental,Do Lar,36.73045657,Pessoal,9700,10,CDB,no,0,0,No,1,6,Urbano
5092, ,1,42,2,14,251883.0017,Yes,603983.7538,No,F,PhD,Medico,30.52835909,Pessoal,5700,3,CDB,no,33808,1,Yes,4, ,Urbano
5093, ,0,30,2,0,0,No,0,Yes,F,Ensino Fundamental,Estudante,21.41830522,Pessoal,5430,3,CDB,no,0,0,Yes,0,5,Urbano
5094, ,0,45,3,14,14554.30594,No,0,Yes,F,Ensino Medio,Estudante,31.24380928,Pessoal,16580,4,CDB,no,0,0,No,0,8,Rural
5098, ,0,30,1,0,0,Yes,76283.07259,No,F,Ensino Superior,Do Lar,34.50904218,Pessoal,4500,6,Renda Fixa,no,35477,4,Yes,1,1,Urbano
5102, ,0,39,0, ,26199.03777,No,88065.72544,Yes,F,Ensino Medio,Trabalho Manual,50.82573117,Comercial,14440,1,Tesouro Direto,no,0,0,No,0,8,Rural
5112, ,0,46,0,14,112212.6109,No,0,No,M,Mestrado, ,5,Comercial,33610,3,Renda Variavel,no,10788,3,No,4,15,Urbano
5117, ,0,47,0,9,62215.90819,No,242563.6583,Yes,M,Ensino Medio,Profissional,41.95900256,Comercial,24480,3,Renda Variavel,no,3884,2,No,3,1,Urbano
5127, ,0,35,0,0,0,No,0,Yes,M,Ensino Superior,Estudante,29.78376177,Comercial,5000,1,Criptomoeda,no,0,0,No,3,10,Urbano
5130, ,0,59,0,10, ,No,412572.7517,Yes,M,Mestrado, ,38.43557378,Comercial,23100,4,Renda Variavel,yes,7095,3,No,4,15,Urbano
5131, ,0,56,0,15,25632.232,No,0,No,F,Ensino Superior,Do Lar,32.37764855,Pessoal,7320,3,CDB,no,8498,2,No,4,8,Urbano
5132, ,0,51,0,7,47204.16773,No,0,No,M,Mestrado, ,47.43619116,Comercial,17750,1,Poupanca,no,8303,2,No,0,15,Urbano
5135, ,0,43,2,0,0,No,0,Yes,F,Ensino Medio,Estudante,60.56690265,Comercial,5800,4,Tesouro Direto,no,6935,4,No,5,1,Urbano
5136, ,0,57,0,0,0,No,114889.7655,Yes,M,Ensino Superior,Do Lar,42.91837955,Pessoal,7200,6,Criptomoeda,yes,0,0,No,0,17,Rural
5147, ,0,25,3,15,75384.94267,No,254054.6741,Yes,M,Ensino Superior,Trabalho Manual,19.06819514,Comercial,17750,1,Poupanca,yes,4640,3,No,4,8,Urbano
5157, ,0,49,0,10,73250.51252,No,0,No,M,Ensino Medio,Trabalho Manual,48.2687677,Comercial,15480,1,Tesouro Direto,yes,0,0,No,1,8,Rural
5160, ,0,45,2,15,20652.9753,No,140293.8129,Yes,F,Ensino Fundamental,Trabalho Administrativo,23.70871952,Pessoal,20380,6,CDB,no,572,3,No,0,6,Urbano
5165, ,0,59,0,11,25833.48596,No,0,No,M,Ensino Superior,Profissional,12.61271055,Pessoal,9980,1,Tesouro Direto,yes,0,0,No,0,11,Rural
5166, ,1,39,2,11,41869.04313,No,165819.8093,Yes,F,Ensino Medio,Trabalho Manual,6.288874568,Comercial,12550,1,CDB,no,32747,4,No,0,8,Urbano
5172, ,0,34,2,9,33538.08335,Yes,0,No,M,Ensino Fundamental,Trabalho Manual,29.17211322,Pessoal,8250,4,Tesouro Direto,yes,38845,2,Yes,2,1,Urbano
5173, ,0,45,0,8,35315.62685,No,194781.9769,Yes,F,Ensino Fundamental,Trabalho Manual,19.16093868,Pessoal,11280,4,CDB,no,0,0,No,1,7,Urbano
5179, ,1,36,2,12,82779.96561,No, ,Yes,M,Ensino Medio,Trabalho Manual,23.51065787,Comercial,1500,6,Tesouro Direto,no,5999,2,Yes,6,5,Urbano
5184, ,0,39,2,10,30618.36184,No,157285.3653,Yes,M,Ensino Medio,Trabalho Manual,44.05426159,Comercial,21320,3,Poupanca,yes,9469,2,No,0,1,Urbano
5187, ,1,40,3,15, ,Yes,0,No,F,Ensino Superior,Profissional,25.46533426,Pessoal,17380,9,Tesouro Direto,no,4699,1,No,6,10,Rural
5191, ,0,31,3,10,106984.7149,Yes,0,No,F,Mestrado,Gerente,8.126709772,Pessoal,23970,6,Criptomoeda,no,0,0,No,0,13,Urbano
5193, ,0,45,2,0,0,No,61060.70341,Yes,F,Ensino Superior,Do Lar,5,Comercial,35630,4,Renda Variavel,yes,0,0,No,0,10,Urbano
5194, ,0,58,0, ,229207.2913,No,588059.0338,Yes,M,PhD,Gerente,46.18574332,Comercial,30220,6,Renda Variavel,no,11827,1,No,4,3,Urbano
5199, ,0,51,0,14,48680.36383,No,193602.4056,Yes,M,Ensino Medio,Trabalho Manual,44.22883382,Comercial,24510,10,Tesouro Direto,no,8007,1,No,0,1,Urbano
5212, ,0,54,0,12,96728.22093,No,278985.3393,Yes,F,Mestrado,Advogado,13.89218188,Pessoal,17410,6,Tesouro Direto,no,0,0,No,0,19,Urbano
5213, ,0,47,0,16,33716.60415,No,145021.0554,Yes,M,Ensino Medio,Trabalho Administrativo,44.62609663,Comercial,4870,13,Criptomoeda,yes,0,0,Yes,0,1,Urbano
5224, ,0,50,0,0,0,No,0,No,F,Ensino Medio,Estudante,47.20774283,Pessoal,6520,1,CDB,no,0,0,Yes,2,1,Rural
5226, ,0,52,0,14, ,No, ,Yes,F,Ensino Superior,Profissional,18.28778461,Pessoal,12720,1,CDB,no,0,0,No,0,12,Urbano
5239, ,0,45,0,13,8233.680168,No,0,Yes,M,Ensino Fundamental,Estudante,12.07039082,Comercial,11270,7,Criptomoeda,no,0,0,No,0, ,Urbano
5252, ,2,43,2,12,62638.27412,Yes,0,No,F,Ensino Superior,Profissional,36.01397439,Comercial,23140,6,Criptomoeda,no,7148,2,No,4,11,Urbano
5264, ,1,36,4,0,0,Yes,84199.14291,No,F,Ensino Medio,Do Lar,18.35634363,Pessoal,5480,4,Renda Fixa,no,0,0,No,0,1,Rural
5266, ,0,44,2,13,38543.51972,No,186303.5345,Yes,F,Ensino Medio,Trabalho Manual,24.74757068,Pessoal,17120,10,CDB,no,0,0,No,0, ,Rural
5271, ,0,55,0,16,71011.71357,No,0,No,F,Mestrado,Do Lar,43.24265023,Pessoal,18540,16,Renda Fixa,no,0,0,No,1,11,Rural
5273, ,0,35,2,7,25273.38735,No,131583.6394,Yes,F,Ensino Medio,Trabalho Administrativo,19.13241196,Pessoal,6740,4,Renda Fixa,no,0,0,No,0,1,Rural
5276, ,0,43,0,12,46914.64524,No,0,No,M,Ensino Medio,Trabalho Administrativo,52.41849905,Pessoal,11310,1,Criptomoeda,no,0,0,Yes,1,1,Urbano
5278, ,0,59,0,12,71690.32444,No,228321.6743,Yes,M,Mestrado,Gerente,28.5114528,Pessoal,22490,6,Poupanca,yes,0,0,No,0,22,Urbano
5281, ,0,49,0,6,11068.66054,No,0,No,F,Ensino Fundamental,Estudante,59.92090754,Pessoal,19520,4,CDB,no,5954,3,No,5,3,Urbano
5283, ,0,43,3,0,0,No,0,Yes,M,Ensino Medio,Estudante,11.5745513,Comercial,14740,1,Tesouro Direto,yes,6840,3,No,6,1,Urbano
5291, ,0,45,4,15,85727.46304,No,256088.8615,Yes,F,Mestrado,Gerente,46.86125964,Pessoal,17010,6,CDB,no,0,0,No,0,14,Urbano
5294, ,0,46,0,13,57322.60065,No,0,No,F,Ensino Superior,Profissional,17.12798199,Pessoal,11830,1,CDB,no,5970,3,No,0,6,Urbano
5296, ,1,37,2,14,11606.95933,No,132754.6336,Yes,F,Ensino Fundamental,Trabalho Administrativo,10.93879357,Pessoal,6360,1,Renda Fixa,no,4367,2,No,0,1,Urbano
5297, ,0,33,1,12,119869.083,Yes,0,No,F,Ensino Fundamental,Trabalho Manual,47.62706124,Comercial,23410,1,Criptomoeda,no,26363,1,Yes,5,1,Urbano
5313, ,0,48,0,9,47613.62151,No,0,No,F,Ensino Medio,Do Lar,36.08723641,Pessoal,24610,6,Criptomoeda,no,0,0,No,0,9,Rural
5314, ,0,53,0,8,86540.64811,No,281981.7006,Yes,M,Mestrado,Gerente,16.91889863,Comercial,6800,1,Criptomoeda,yes,0,0,Yes,1,9,Urbano
5321, ,0,67,0,5,52955.19581,No,208564.9644,No,F,PhD,Medico,28.11452617,Pessoal,16990,6,CDB,no,7675,2,No,2,19,Urbano
5325, ,0,50,0,14,7751.216874,No,140665.2308,Yes,F,Mestrado,Do Lar,21.91710795,Pessoal,8930,1,Tesouro Direto,no,0,0,No,2,17,Rural
5326, ,0,56,0,7,1336.309127,No,108929.3396,No,M,Mestrado,Gerente,27.87265172,Pessoal,17350,1,Poupanca,yes,0,0,No,0,12,Urbano
5328, ,0,41,0, ,88508.33518,No,231286.3766,Yes,M,Ensino Superior,Profissional,84.99650361,Pessoal,21050,1,Poupanca,no,0,0,No,0,9,Rural
5334, ,1,43,1,13,78287.63007,No,316436.1747,Yes,M,Ensino Medio,Profissional,31.24121694,Pessoal,15380,5,Tesouro Direto,yes,0,0,No,1,8,Urbano
5338, ,0,39,0,0,0,No,101305.2174,Yes,F,Ensino Medio,Do Lar,27.1154123,Pessoal,6320,1,CDB,no,0,0,No,4,6,Urbano
5344, ,1,40,2,14, ,No,123204.3563,Yes,M,Ensino Fundamental,Trabalho Manual,33.15595118,Comercial,7530,4,Criptomoeda,yes,0,0,Yes,2,1,Rural
5348, ,0,36,2,12,115701.4235,Yes,0,No,M,Ensino Superior,Gerente,36.87536539,Pessoal,17070,1,Tesouro Direto,yes,6297,2,No,0,1,Urbano
5352, ,0,47,0,15,44365.64645,No,181081.8959,Yes,M,Ensino Medio,Trabalho Manual,26.10352651,Comercial,13840,4,Tesouro Direto,no,0,0,No,0,7,Urbano
5353, ,0,49,0,14,21493.63314,No,145028.7291,Yes,F,Ensino Fundamental,Trabalho Manual,50.08564959,Comercial,16860,1,CDB,no,0,0,No,0,4,Rural
5354, ,0,49,0,12,122433.2008,No,0,No,F,Ensino Fundamental,Trabalho Manual,18.60303149,Pessoal,19300,5,CDB,no,10846,2,No,5,9,Urbano
5361, ,0,48,0,0,0,No,0,Yes,M,Ensino Medio,Estudante,48.24958342,Comercial,1500,4,Tesouro Direto,yes,25494,3,Yes,6,8,Urbano
5364, ,0,41,0,10,69292.24853,No,224778.9122,Yes,M,Ensino Superior,Gerente,30.54489627,Pessoal,18690,13,Tesouro Direto,yes,0,0,No,0,5,Urbano
5365, ,0,41,0,10,34472.78335,No,170845.3461,Yes,F,Ensino Medio,Profissional,6.473630798,Pessoal,14250,10,CDB,no,0,0,No,1,9,Urbano
5367, ,0,37,2,4,40090.53507,No,154672.4557,Yes,F,Ensino Medio,Profissional,8.994851644,Pessoal,5510,3,Renda Fixa,no,0,0,Yes,2,1,Urbano
5379, ,1,37,2,14,75605.27417,No,215859.4137,Yes,F,Ensino Superior,Trabalho Manual,60.52072353,Comercial,14430,9,CDB,no,0,0,No,1,13,Urbano
5382, ,0,43,0,13,78853.72433,No,274939.1287,No,M,Ensino Medio,Trabalho Manual,28.88903239,Comercial,38900,1,Renda Variavel,no,0,0,No,2,6,Urbano
5386, ,0,42,0,10,6599.628386,No,0,No,F,Ensino Superior,Do Lar,32.22117587,Pessoal,4050,7,CDB,no,0,0,No,0,10,Urbano
5395, ,0,52,0,7,71207.53611,No,285153.0653,Yes,M,Ensino Superior,Gerente,14.87476393,Comercial,20870,9,Poupanca,yes,0,0,No,1,14,Urbano
5410, ,0,43,1,11,82918.22992,Yes,0,No,M,Ensino Superior,Gerente,15.23605525,Pessoal,21950,6,Poupanca,no,5074,3,No,4,12,Urbano
5411, ,0,50,0,14, ,No,175498.7268,Yes,F,Ensino Medio,Trabalho Administrativo,50.29380082,Pessoal,5470,1,Renda Fixa,no,8270,2,No,3, ,Rural
5416, ,0,44,0,0,0,No,0,No,F,PhD,Do Lar,25.99290409,Pessoal,5900,7,CDB,no,8822,2,No,0,15,Urbano
5424, ,0,36,1,8,20493.75069,No,0,Yes,M,Ensino Medio,Estudante,21.89353823,Comercial,5000,1,Criptomoeda,yes,1091,1,No,5,7,Urbano
5426, ,0,46,0, , ,No,195795.2633,Yes,M,Mestrado, ,5,Comercial,27170,4,Renda Variavel,no,5788,3,No,6, ,Urbano
5428, ,0,29,4,10,53757.76295,No,139900.4907,Yes,F,Ensino Superior,Trabalho Administrativo,45.05656559,Pessoal,22540,5,Renda Fixa,no,0,0,No,0,9,Urbano
5430, ,0,49,0,7,67025.72566,No,239517.8809,No,F,Mestrado,Gerente,71.57276334,Pessoal,7690,4,CDB,no,4832,2,No,0,19,Urbano
5433, ,0,45,0,12,73473.01215,No,251927.2938,Yes,F,Ensino Superior,Trabalho Manual,31.5892147,Comercial,10710,8,CDB,no,0,0,No,0,9,Urbano
5437, ,0,48,0,8,146434.3046,No,381638.58,No,M,Mestrado,Profissional,27.42552037,Pessoal,44050,4,Tesouro Direto,no,0,0,No,0,21,Rural
5440, ,0,43,2,14,92730.85387,Yes,274126.2595,No,F,Mestrado,Advogado,17.58517616,Pessoal,18730,4,CDB,no,1558,3,No,0,12,Urbano
5442, ,0,34,1,0,0,Yes,0,No,M,Ensino Medio,Estudante,31.79890955,Comercial,11910,4,Criptomoeda,no,2361,3,No,4,1,Urbano
5445, ,0,40,0,11,59821.97413,No,171875.5514,Yes,F,Ensino Medio,Trabalho Manual,51.1115869,Comercial,18110,1,Tesouro Direto,no,7769,3,No,4,1,Urbano
5449, ,0,54,0,9,3032.209329,No,96813.78308,Yes,F,PhD,Medico,50.92888211,Pessoal,6900,6,CDB,no,0,0,No,1,16,Urbano
5452, ,0,37,1,0,0,No,0,Yes,F,Ensino Medio,Estudante,29.26199723,Pessoal,5200,1,CDB,no,0,0,No,1,6,Urbano
5460, ,0,48,0,12,144921.6778,No,0,No,M,Mestrado, ,30.54668027,Comercial,6300,1,Criptomoeda,no,0,0,Yes,0,20,Urbano
5461, ,1,41,2,0,0,No,0,Yes,M,Ensino Fundamental,Estudante,18.15615269,Pessoal,1500,11,Tesouro Direto,yes,0,0,No,1,8,Rural
5465, ,0,33,3,13,34200.25868,Yes,0,No,M,Ensino Medio,Gerente,5,Pessoal,23460,11,Tesouro Direto,no,4675,3,No,1,1,Urbano
5467, ,0,57,0,18,136210.3405,No,407853.2188,Yes,F,Ensino Superior,Gerente,37.69771465,Pessoal,3080,9,CDB,no,8982,2,No,2,11,Urbano
5471, ,1,44,3,16,119998.25,No,331682.5175,Yes,M,PhD, ,34.49426428,Comercial,5900,10,Criptomoeda,yes,0,0,No,2,11,Urbano
5474, ,0,33,2,11,21459.92099,Yes,0,No,M,Ensino Superior,Estudante,9.774274148,Comercial,27960,6,Renda Variavel,yes,2706,3,No,7,1,Urbano
5475, ,0,41,0,12,135102.6013,No,321449.4228,Yes,M,PhD,Advogado,46.95662156,Pessoal,15720,14,Tesouro Direto,no,0,0,No,0,19,Urbano
5480, ,0,44,3,12,69619.91933,No,239561.2786,Yes,M,Mestrado,Gerente,37.40798129,Pessoal,12860,7,Tesouro Direto,yes,0,0,No,1,15,Urbano
5481, ,0,48,0,13,36834.79679,No,167141.85,Yes,M,Ensino Medio,Trabalho Manual,20.18955627,Comercial,17360,6,Tesouro Direto,no,32434,2,No,2,10,Urbano
5484, ,0,45,2,8,32096.68808,No, ,Yes,F,PhD,Gerente,18.95050305,Pessoal,9210,1,CDB,no,0,0,No,0,14,Urbano
5494, ,0,41,0,0,0,No,0,No,M,Ensino Superior,Estudante,28.08090891,Comercial,24450,6,Renda Variavel,yes,4033,1,No,1, ,Rural
5495, ,0,37,0,7,61790.49234,No,0,No,M,Ensino Medio,Trabalho Manual,32.19763516,Comercial,13700,4,Tesouro Direto,no,7373,3,Yes,2,7,Urbano
5497, ,1,42,1,14,52140.75254,No,152989.9686,Yes,F,Ensino Medio,Trabalho Manual,38.20573288,Comercial,10820,13,CDB,no,0,0,No,0,9,Rural
5499, ,0,58,0,8,77296.64093,No,280067.3847,No,M,Ensino Superior,Trabalho Manual,5,Comercial,7300,4,Criptomoeda,no,3075,4,No,5,1,Urbano
5507, ,0,40,0,10,27073.08979,No,126365.9832,Yes,M,Ensino Fundamental,Trabalho Manual,37.82723225,Comercial,24870,4,Renda Variavel,yes,0,0,No,0,1,Rural
5510, ,0,51,0,11,48333.38791,No,147633.9855,No,F,Ensino Medio,Trabalho Manual,40.32543984,Comercial,11430,4,CDB,no,0,0,No,1,1,Rural
5515, ,0,46,0,13,14192.76266,No,0,Yes,F,Ensino Medio,Estudante,40.4047175,Comercial,2920,1,CDB,no,0,0,No,4,8,Rural
5516, ,0,60,0,15,63191.94503,No,254621.137,Yes,M,PhD,Advogado,11.81644941,Pessoal,13820,6,Tesouro Direto,yes,7575,2,No,0,16,Urbano
5517, ,0,36,0,12,103137.6154,No,290184.8582,No,M,PhD,Advogado,34.88959598,Pessoal,17960,1,Poupanca,yes,0,0,No,3,20,Urbano
5524, ,0,53,0,11,168419.2801,No,0,No,M,PhD,Advogado,16.79796972,Pessoal,15340,6,Tesouro Direto,no,0,0,No,0,15,Urbano
5530, ,0,33,1,10,34191.95055,Yes,0,No,F,Ensino Medio,Trabalho Manual,21.60967876,Comercial,13670,1,CDB,no,0,0,No,0,7,Rural
5534, ,0,30,3,12,31806.27122,No,140927.3185,Yes,F,Ensino Medio,Do Lar,34.2768024,Pessoal,14720,1,CDB,no,0,0,No,3, ,Urbano
5543, ,0,57,0,9,26222.42734,No,165896.4766,Yes,M,Ensino Fundamental,Trabalho Administrativo,73.33698608,Comercial,23720,11,Renda Variavel,yes,4006,1,No,0,1,Urbano
5545, ,0,56,0,14,22881.28602,No,174662.7995,Yes,M,Ensino Medio,Trabalho Manual,18.83580312,Comercial,7100,1,Criptomoeda,yes,995,3,No,3,1,Urbano
5558, ,0,64,0, ,185586.4032,No,0,No,F,PhD,Gerente,29.87606892,Pessoal,43090,1,Criptomoeda,no,3475,1,No,1,10,Urbano
5562, ,0,44,1,16,89888.14403,Yes,302922.6172,No,M,Ensino Superior,Profissional,12.81294086,Comercial,24420,10,Renda Variavel,yes,0,0,No,0,8,Urbano
5573, ,0,30,5,0,0,No,0,Yes,M,Ensino Medio,Estudante,5.935935094,Comercial,16810,1,Poupanca,no,1975,3,No,8,1,Urbano
5581, ,1,62,1,15,60215.50129,No,227488.3043,Yes,F,Ensino Medio,Trabalho Manual,49.24387417,Comercial,20490,9,CDB,no,0,0,Yes,0,7,Rural
5583, ,0,45,0,11,53555.78028,No,167504.6457,Yes,M,Ensino Fundamental,Trabalho Manual,62.90450827,Comercial,19050,4,Poupanca,yes,0,0,No,3,1,Urbano
5587, ,0,44,0,10,63425.76635,No,209773.1237,No,M,Ensino Medio,Trabalho Manual,25.77953888,Comercial,2330,13,Tesouro Direto,yes,0,0,Yes,0,1,Urbano
5589, ,0,31,1,14,86793.71258,Yes,0,No,F,Ensino Superior,Trabalho Manual,55.09937059,Comercial,19910,4,CDB,no,4156,1,Yes,2,8,Urbano
5591, ,0,46,0,10,121840.3176,No,326187.4107,No,F,Mestrado,Advogado,31.06978459,Pessoal,29300,3,Renda Fixa,no,0,0,No,1, ,Urbano
5596, ,0,65,0,14, ,No,231738.951,Yes,F,Mestrado,Advogado,44.55561061,Pessoal,13350,6,Renda Fixa,no,5906,2,No,4,9,Urbano
5606, ,0,46,0,0,0,No,0,No,M,Ensino Medio,Estudante,31.70420821,Comercial,9200,3,Criptomoeda,no,11583,3,No,3,1,Urbano
5608, ,0,42,1,7,75626.25175,Yes,246952.4945,No,M,Ensino Superior,Profissional,34.59499908,Pessoal,13260,6,Tesouro Direto,yes,5754,5,No,0,8,Urbano
5611, ,0,24,1,7,51504.77142,No,201604.2416,Yes,F,Mestrado,Gerente,5,Pessoal,8210,10,CDB,no,8401,1,No,0,16,Urbano
5612, ,0,54,0, ,40355.43004,No,188387.8676,Yes,M,Mestrado, ,42.43239716,Pessoal,17460,1,Poupanca,yes,2629,3,No,1,9,Urbano
5614, ,0,45,0,7,18502.94075,No,0,No,M,Ensino Fundamental,Trabalho Manual,23.08946812,Pessoal,3350,6,Tesouro Direto,yes,0,0,No,0,1,Urbano
5620, ,0,51,0,15,108236.5115,No,305751.6991,Yes,F,Ensino Superior,Gerente,27.0165048,Pessoal,25840,4,Tesouro Direto,no,0,0,No,2,11,Urbano
5623, ,0,38,0,0,0,No,0,Yes,F,Ensino Fundamental,Estudante,21.6532848,Pessoal,17680,10,Tesouro Direto,no,0,0,No,0,9,Urbano
5624, ,0,49,0,14,45321.25808,No,191422.5663,Yes,M,Mestrado,Gerente,32.70561151,Pessoal,20120,1,Tesouro Direto,no,5996,3,No,4,13,Urbano
5626, ,0,51,0,13,63149.82934,No,190670.8164,Yes,F,Ensino Superior,Gerente,57.03337851,Pessoal,9270,1,CDB,no,6662,1,No,5,12,Urbano
5633, ,0,67,0,13,94046.10166,No,0,No,F,PhD,Medico,5,Pessoal,17600,1,Renda Fixa,no,0,0,No,3,14,Urbano
5635, ,0,61,0,5,102202.5325,No,306677.0087,No,F,Ensino Superior,Gerente,23.42143942,Pessoal,17820,10,CDB,no,0,0,No,0,10,Urbano
5640, ,0,54,0,6,43946.24614,No,0,No,F,PhD,Medico,54.26110243,Pessoal,16320,1,Criptomoeda,no,0,0,Yes,2,14,Urbano
5643, ,0,50,0,8,82492.82708,No,244792.9224,No,F,PhD,Medico,36.4485117,Pessoal,34440,1,Criptomoeda,no,0,0,No,0,7,Urbano
5644, ,0,47,0,8,59135.38632,No,197231.1444,No,F,Ensino Medio,Trabalho Manual,9.02105079,Comercial,6200,7,Renda Fixa,no,0,0,No,0,10,Urbano
5653, ,0,38,2,10,35311.16027,No,179004.0894,Yes,M,Ensino Medio,Trabalho Manual,35.12711394,Comercial,19510,11,Poupanca,yes,956,2,No,0,10,Urbano
5663, ,0,41,0,11,23250.17223,No,158854.3205,Yes,F,Ensino Fundamental,Trabalho Manual,22.56671983,Pessoal,14020,6,Renda Fixa,no,0,0,No,0,1,Rural
5664, ,0,47,0,0,0,No,0,No,M,Ensino Fundamental,Estudante,24.85797364,Pessoal,6200,9,Criptomoeda,no,25973,1,Yes,0,5,Urbano
5667, ,0,48,0,8,54833.60395,No, ,Yes,M,Ensino Medio,Trabalho Manual,20.67358729,Comercial,20970,4,Poupanca,no,639,3,No,3,1,Urbano
5671, ,0,47,0,7,21516.98171,No,130811.6752,Yes,M,Ensino Medio,Trabalho Administrativo,12.34644535,Comercial,8350,10,Criptomoeda,no,7143,2,No,7,1,Urbano
5673, ,0,47,0,13,45430.8726,No,192183.917,Yes,M,Ensino Fundamental,Trabalho Manual,44.86485574,Comercial,16780,4,Poupanca,no,3809,2,No,5,1,Urbano
5676, ,0,41,0,14,173691.3064,No,428992.1791,Yes,F,PhD,Gerente,18.12351643,Comercial,33440,6,Criptomoeda,no,3189,1,No,0,16,Urbano
5678, ,0,42,0,5,13372.88186,No,0,Yes,F,Ensino Superior,Estudante,5,Comercial,29730,10,Criptomoeda,no,0,0,No,0,12,Urbano
5698, ,0,44,0,12, ,No,271925.8787,Yes,M,Ensino Superior,Trabalho Manual,32.58847728,Comercial,20760,1,Tesouro Direto,no,0,0,Yes,0,10,Urbano
5700, ,0,34,3,11,159559.2788,No,387219.8915,Yes,M,Mestrado,Gerente,54.46165223,Pessoal,42560,4,Tesouro Direto,no,0,0,No,0,21,Urbano
5705, ,0,51,0,0,0,No,0,No,F,Ensino Medio,Do Lar,5,Pessoal,16760,6,CDB,no,0,0,No,1,4,Urbano
5706, ,0,50,0, ,0,No,0,No,F,Ensino Fundamental,Estudante,47.50207545,Pessoal,6500,1,Renda Fixa,no,0,0,No,6,4,Urbano
5711, ,0,48,0,12,106409.2062,No, ,Yes,F,Ensino Superior,Profissional,25.40155074,Pessoal,18900,17,CDB,no,0,0,No,1,8,Urbano
5712, ,0,38,0,0,0,No,0,Yes,F,Ensino Superior,Estudante,28.98108276,Comercial,5300,1,Renda Fixa,no,8080,1,Yes,5,11,Urbano
5716, ,0,50,0,11,54343.69848,No,0,No,M,Ensino Superior,Gerente,50.43739805,Pessoal,1500,1,Tesouro Direto,yes,3850,1,No,1,10,Urbano
5719, ,0,38,0,9,156059.6926,No,381437.6899,Yes,M,Ensino Superior,Trabalho Manual,28.51213474,Comercial,25230,1,Renda Variavel,yes,8207,1,No,7,9,Urbano
5725, ,0,32,1,9,89285.67237,Yes,0,No,F,Ensino Medio,Trabalho Manual,37.01319883,Comercial,4700,6,Renda Fixa,no,0,0,Yes,1,9,Urbano
5728, ,0,44,2,11,242731.2121,No, ,Yes,F,PhD,Medico,37.11357337,Pessoal,18490,7,CDB,no,0,0,No,2,17,Urbano
5734, ,0,60,3,17,6104.215742,No,0,Yes,F,Ensino Superior,Estudante,31.39204186,Comercial,8540,1,CDB,no,0,0,No,0,7,Rural
5735, ,1,43,2,12,23996.43908,No,150241.5398,Yes,F,Ensino Fundamental,Do Lar,47.49600176,Pessoal,7100,6,Renda Fixa,no,0,0,No,0,7,Rural
5743, ,0,41,0,14, ,No,320227.921,Yes,M,Mestrado, ,34.62358283,Comercial,17160,13,Poupanca,yes,2269,3,No,1,1,Urbano
5754, ,0,50,0, ,22253.99577,No,127571.2885,Yes,F,Ensino Fundamental,Trabalho Manual,55.54724745,Pessoal,17420,10,CDB,no,0,0,No,0,1,Urbano
5755, ,0,46,0,7,82148.95429,No,0,No,M,Ensino Superior,Trabalho Manual,18.74002352,Comercial,19980,7,Poupanca,yes,8054,2,No,0,10,Urbano
5756, ,0,50,0,12,58643.40814,No,212459.0387,Yes,F,Ensino Superior,Profissional,32.75044792,Pessoal,20680,15,Renda Fixa,no,0,0,No,2,8,Urbano
5766, ,0,48,0,6, ,No,306955.9579,Yes,F,Mestrado,Gerente,38.51446862,Pessoal,27530,4,Tesouro Direto,no,0,0,No,0,20,Urbano
5770, ,0,43,0,6,86530.00697,No,0,No,F,Ensino Superior,Trabalho Manual,54.03206161,Comercial,15490,6,Renda Fixa,no,2441,2,No,0,13,Urbano
5774, ,0,39,0,10,70435.76786,No,0,No,M,Mestrado,Profissional,52.18524657,Pessoal,12480,1,Tesouro Direto,no,0,0,No,0,14,Urbano
5775, ,0,37,0,11,39777.05416,No,123004.0128,No,F,Ensino Fundamental,Trabalho Manual,5,Pessoal,13670,4,CDB,no,0,0,No,0,8,Rural
5776, ,0,40,2,15,175263.4055,No,447360.3812,Yes,F,Ensino Superior,Profissional,36.64751746,Comercial,34390,1,Poupanca,no,0,0,No,0,9,Urbano
5778, ,0,49,0,11,29015.72223,No,0,No,F,Ensino Fundamental,Trabalho Manual,24.9415281,Pessoal,16390,10,CDB,no,0,0,No,0,1,Rural
