"","Id_Cliente","Idade","Escolaridade","Trabalho","Salario","Previsao_Risco"
"727",3443,46,"Ensino Medio","Trabalho Manual",44763.41237,"Baixo Risco"
"728",3448,56,"Ensino Superior","Gerente",42266.72516,"Baixo Risco"
"729",3456,48,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"730",3464,48,"Ensino Medio","Trabalho Administrativo",40742.71133,"Baixo Risco"
"731",3470,39,"Ensino Fundamental","Trabalho Manual",22626.293,"Baixo Risco"
"732",3475,39,"Ensino Fundamental","Trabalho Manual",51523.9049,"Alto Risco"
"733",3477,45,"PhD","Advogado",136408.1896,"Alto Risco"
"734",3490,52,"Mestrado","Gerente",37239.20308,"Baixo Risco"
"735",3493,44,"Ensino Medio","Trabalho Administrativo",32713.21434,"Alto Risco"
"736",3502,35,"Ensino Fundamental","Estudante",6300,"Alto Risco"
"737",3508,35,"Ensino Medio","Trabalho Administrativo",44839.29656,"Baixo Risco"
"738",3516,45,"Ensino Medio","Trabalho Manual",77563.31954,"Baixo Risco"
"739",3517,56,"Ensino Superior","Estudante",44022.25804,"Baixo Risco"
"740",3525,37,"Mestrado","Profissional",82444.03248,"Baixo Risco"
"741",3532,59,"Ensino Medio","Estudante",0,"Alto Risco"
"742",3535,45,"Ensino Superior","Do Lar",0,"Baixo Risco"
"743",3536,41,"Ensino Fundamental","Trabalho Administrativo",13392.98983,"Alto Risco"
"744",3540,63,"Mestrado","Advogado",47275.52645,"Baixo Risco"
"745",3547,29,"Mestrado","Profissional",142531.3418,"Baixo Risco"
"746",3550,25,"Ensino Medio","Trabalho Manual",71891.96241,"Alto Risco"
"747",3557,27,"Ensino Medio","Trabalho Manual",45803.29495,"Alto Risco"
"748",3562,46,"Ensino Medio","Estudante",0,"Baixo Risco"
"749",3563,56,"PhD","Medico",122771.5065,"Baixo Risco"
"750",3564,32,"Mestrado","Advogado",111655.4761,"Baixo Risco"
"751",3570,42,"Ensino Medio","Trabalho Manual",34809.54487,"Baixo Risco"
"752",3573,32,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"753",3577,45,"Ensino Medio","Trabalho Manual",46457.78076,"Alto Risco"
"754",3579,47,"Ensino Medio","Trabalho Administrativo",36301.59945,"Alto Risco"
"755",3581,53,"Ensino Medio","Estudante",6300,"Baixo Risco"
"756",3587,51,"Ensino Superior","Do Lar",94587.10349,"Baixo Risco"
"757",3602,34,"Ensino Fundamental","Trabalho Administrativo",17752.84995,"Baixo Risco"
"758",3609,50,"Ensino Medio","Gerente",42870.46061,"Alto Risco"
"759",3612,54,"Ensino Superior","Profissional",18916.61491,"Baixo Risco"
"760",3621,44,"Ensino Medio","Profissional",20675.53209,"Baixo Risco"
"761",3642,52,"Mestrado","Advogado",112953.3962,"Baixo Risco"
"762",3647,41,"Ensino Medio","Trabalho Manual",50839.58518,"Alto Risco"
"763",3649,60,"Ensino Medio","Profissional",44830.32117,"Baixo Risco"
"764",3654,45,"Ensino Fundamental","Trabalho Administrativo",12158.10997,"Alto Risco"
"765",3660,39,"Ensino Medio","Trabalho Administrativo",33037.10646,"Alto Risco"
"766",3665,47,"Ensino Medio","Trabalho Administrativo",19483.13097,"Alto Risco"
"767",3669,43,"Mestrado","Advogado",121075.082,"Baixo Risco"
"768",3673,55,"PhD","Gerente",131276.8196,"Baixo Risco"
"769",3675,49,"PhD","Gerente",9315.729596,"Alto Risco"
"770",3678,38,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"771",3680,35,"Ensino Superior","Estudante",24695.97069,"Alto Risco"
"772",3686,49,"Ensino Fundamental","Estudante",0,"Alto Risco"
"773",3693,43,"PhD","Advogado",132108.4648,"Baixo Risco"
"774",3710,50,"Ensino Superior","Trabalho Manual",58000,"Alto Risco"
"775",3713,56,"Ensino Fundamental","Trabalho Manual",18261.36362,"Baixo Risco"
"776",3718,27,"Ensino Medio","Profissional",78417.94034,"Alto Risco"
"777",3725,43,"Ensino Medio","Estudante",52906.08476,"Baixo Risco"
"778",3726,47,"Ensino Fundamental","Trabalho Administrativo",16980.16471,"Baixo Risco"
"779",3747,53,"Ensino Superior","Profissional",110911.4597,"Baixo Risco"
"780",3753,40,"Ensino Fundamental","Trabalho Manual",48653.88928,"Baixo Risco"
"781",3754,47,"Ensino Superior","Profissional",55019.393,"Baixo Risco"
"782",3760,34,"Ensino Fundamental","Trabalho Manual",15363.45933,"Alto Risco"
"783",3763,50,"PhD","Medico",114922.7271,"Baixo Risco"
"784",3765,41,"Mestrado","Advogado",96329.72608,"Baixo Risco"
"785",3769,44,"Ensino Medio","Trabalho Administrativo",33473.76091,"Baixo Risco"
"786",3771,35,"Ensino Medio","Gerente",46255.34476,"Alto Risco"
"787",3784,50,"Ensino Superior","Gerente",45619.97683,"Baixo Risco"
"788",3787,44,"Ensino Superior","Profissional",84006.83113,"Baixo Risco"
"789",3794,29,"Ensino Medio","Trabalho Administrativo",53643.45607,"Baixo Risco"
"790",3796,48,"Ensino Medio","Trabalho Manual",35564.63314,"Baixo Risco"
"791",3798,44,"Mestrado","Advogado",62741.31441,"Baixo Risco"
"792",3809,41,"Ensino Fundamental","Trabalho Manual",20765.8886,"Baixo Risco"
"793",3812,41,"Mestrado","Profissional",94115.6435,"Alto Risco"
"794",3819,45,"Ensino Fundamental","Trabalho Administrativo",61952.23163,"Baixo Risco"
"795",3828,50,"Ensino Superior","Do Lar",0,"Baixo Risco"
"796",3831,39,"Ensino Fundamental","Trabalho Manual",16929.09558,"Baixo Risco"
"797",3833,48,"Ensino Superior","Trabalho Manual",64916.01691,"Baixo Risco"
"798",3837,28,"Ensino Fundamental","Estudante",0,"Alto Risco"
"799",3839,41,"Ensino Medio","Gerente",93149.72111,"Alto Risco"
"800",3843,40,"Ensino Medio","Trabalho Manual",50700.3912,"Alto Risco"
"801",3846,53,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"802",3854,43,"Ensino Medio","Trabalho Administrativo",19916.07068,"Baixo Risco"
"803",3861,48,"Mestrado","Gerente",96479.1302,"Baixo Risco"
"804",3864,51,"Ensino Medio","Trabalho Manual",50991.31924,"Baixo Risco"
"805",3868,54,"Mestrado","Gerente",157057.4697,"Baixo Risco"
"806",3869,43,"Ensino Medio","Trabalho Manual",98428.87786,"Baixo Risco"
"807",3870,35,"Ensino Medio","Trabalho Administrativo",76487.56048,"Baixo Risco"
"808",3883,48,"Ensino Medio","Trabalho Administrativo",29523.00498,"Baixo Risco"
"809",3886,51,"Ensino Medio","Do Lar",0,"Baixo Risco"
"810",3889,49,"Ensino Superior","Trabalho Manual",116587.0309,"Alto Risco"
"811",3894,37,"Ensino Fundamental","Trabalho Manual",39923.15114,"Baixo Risco"
"812",3907,47,"Ensino Superior","Do Lar",2825.322749,"Baixo Risco"
"813",3910,46,"Mestrado","Gerente",87000,"Baixo Risco"
"814",3913,48,"Ensino Superior","Trabalho Administrativo",41442.87895,"Baixo Risco"
"815",3914,61,"Mestrado","Advogado",119012.9924,"Baixo Risco"
"816",3921,46,"Ensino Fundamental","Estudante",0,"Alto Risco"
"817",3923,58,"Ensino Superior","Do Lar",20473.19347,"Baixo Risco"
"818",3929,41,"Ensino Superior","Profissional",46874.01671,"Alto Risco"
"819",3931,46,"Ensino Medio","Do Lar",6576.023625,"Alto Risco"
"820",3932,37,"Ensino Medio","Trabalho Administrativo",27125.67889,"Baixo Risco"
"821",3937,34,"Ensino Superior","Do Lar",0,"Alto Risco"
"822",3943,40,"Ensino Fundamental","Trabalho Administrativo",19326.00155,"Baixo Risco"
"823",3956,24,"Mestrado","Estudante",10471.43876,"Alto Risco"
"824",3957,33,"Ensino Medio","Trabalho Manual",34682.1098,"Baixo Risco"
"825",3961,38,"Ensino Superior","Trabalho Manual",59577.91632,"Alto Risco"
"826",3971,52,"Mestrado","Advogado",81936.69798,"Baixo Risco"
"827",4004,45,"Mestrado","Advogado",103134.0126,"Baixo Risco"
"828",4005,56,"Ensino Superior","Profissional",134164.1063,"Baixo Risco"
"829",4006,39,"Ensino Superior","Profissional",93076.98863,"Baixo Risco"
"830",4011,45,"Ensino Medio","Trabalho Administrativo",25920.47356,"Baixo Risco"
"831",4013,49,"Mestrado","Gerente",124114.3126,"Baixo Risco"
"832",4014,44,"Ensino Medio","Gerente",62092.7433,"Baixo Risco"
"833",4016,39,"Ensino Fundamental","Trabalho Manual",21891.25119,"Baixo Risco"
"834",4017,38,"Ensino Superior","Do Lar",28231.41188,"Baixo Risco"
"835",4020,60,"Ensino Medio","Trabalho Manual",54457.53841,"Baixo Risco"
"836",4022,36,"Mestrado","Advogado",100788.3191,"Alto Risco"
"837",4026,55,"PhD","Do Lar",12000,"Baixo Risco"
"838",4032,48,"Mestrado","Profissional",75931.04235,"Baixo Risco"
"839",4043,51,"PhD","Medico",221816.8571,"Baixo Risco"
"840",4045,36,"Ensino Superior","Trabalho Manual",112555.262,"Baixo Risco"
"841",4048,49,"PhD","Medico",30469.26373,"Baixo Risco"
"842",4051,57,"Mestrado","Do Lar",18774.63587,"Baixo Risco"
"843",4052,63,"Mestrado","Gerente",32901.01456,"Baixo Risco"
"844",4056,40,"Ensino Medio","Do Lar",38415.67323,"Baixo Risco"
"845",4059,44,"Mestrado","Advogado",134671.9972,"Baixo Risco"
"846",4069,42,"Ensino Medio","Do Lar",28523.5852,"Baixo Risco"
"847",4074,48,"Ensino Fundamental","Trabalho Administrativo",13022.7003,"Baixo Risco"
"848",4076,52,"Ensino Superior","Profissional",80142.32232,"Alto Risco"
"849",4077,36,"Ensino Superior","Profissional",72167.40438,"Alto Risco"
"850",4079,42,"Ensino Medio","Trabalho Manual",56746.16135,"Alto Risco"
"851",4081,46,"Ensino Fundamental","Trabalho Manual",21533.60807,"Alto Risco"
"852",4088,50,"Ensino Fundamental","Trabalho Administrativo",29943.52189,"Baixo Risco"
"853",4105,43,"Ensino Superior","Gerente",75232.23437,"Baixo Risco"
"854",4125,49,"PhD","Advogado",113800.8653,"Baixo Risco"
"855",4134,49,"Ensino Medio","Trabalho Manual",100085.261,"Alto Risco"
"856",4139,39,"Ensino Superior","Profissional",77195.38989,"Baixo Risco"
"857",4146,41,"Ensino Medio","Trabalho Manual",58139.13374,"Baixo Risco"
"858",4149,57,"Mestrado","Advogado",55118.64643,"Baixo Risco"
"859",4151,32,"Ensino Superior","Trabalho Manual",93741.01937,"Alto Risco"
"860",4155,41,"Ensino Medio","Trabalho Manual",93856.44286,"Baixo Risco"
"861",4157,59,"Ensino Superior","Profissional",78270.63077,"Baixo Risco"
"862",4168,34,"Ensino Medio","Do Lar",3434.696373,"Alto Risco"
"863",4170,29,"PhD","Trabalho Manual",58318.87047,"Alto Risco"
"864",4174,56,"PhD","Medico",66604.66062,"Baixo Risco"
"865",4179,63,"Mestrado","Gerente",63694.71868,"Baixo Risco"
"866",4185,47,"Mestrado","Advogado",148168.2358,"Baixo Risco"
"867",4199,45,"Ensino Superior","Profissional",52540.55237,"Alto Risco"
"868",4205,45,"Mestrado","Advogado",91613.453,"Baixo Risco"
"869",4208,53,"Ensino Medio","Trabalho Manual",67476.83539,"Baixo Risco"
"870",4211,38,"Ensino Medio","Trabalho Administrativo",33000,"Alto Risco"
"871",4212,52,"Ensino Superior","Profissional",107065.7625,"Baixo Risco"
"872",4215,46,"Ensino Medio","Trabalho Manual",78373.92668,"Alto Risco"
"873",4217,45,"Ensino Superior","Do Lar",12000,"Baixo Risco"
"874",4219,33,"Ensino Medio","Trabalho Administrativo",23953.42563,"Alto Risco"
"875",4226,33,"Ensino Medio","Trabalho Administrativo",28853.09312,"Alto Risco"
"876",4227,38,"Ensino Superior","Do Lar",0,"Baixo Risco"
"877",4229,64,"Mestrado","Advogado",162254.665,"Baixo Risco"
"878",4231,41,"Ensino Superior","Profissional",90990.76976,"Baixo Risco"
"879",4233,47,"Ensino Superior","Do Lar",10375.60037,"Baixo Risco"
"880",4237,49,"Ensino Superior","Do Lar",76778.09038,"Baixo Risco"
"881",4243,42,"Ensino Medio","Trabalho Manual",45623.30851,"Alto Risco"
"882",4248,36,"Ensino Fundamental","Do Lar",11559.33237,"Baixo Risco"
"883",4255,58,"Ensino Superior","Gerente",87643.70473,"Baixo Risco"
"884",4262,44,"Ensino Medio","Trabalho Manual",82586.25418,"Baixo Risco"
"885",4266,40,"Ensino Fundamental","Do Lar",0,"Alto Risco"
"886",4268,50,"Ensino Fundamental","Trabalho Manual",29296.03398,"Alto Risco"
"887",4270,35,"Ensino Fundamental","Estudante",0,"Alto Risco"
"888",4273,31,"Ensino Superior","Gerente",82761.8404,"Baixo Risco"
"889",4276,36,"Mestrado","Gerente",87658.77886,"Baixo Risco"
"890",4277,57,"Ensino Superior","Profissional",70915.48417,"Baixo Risco"
"891",4279,57,"PhD","Gerente",89127.45358,"Alto Risco"
"892",4299,37,"Ensino Medio","Profissional",93093.76428,"Baixo Risco"
"893",4313,52,"Ensino Medio","Trabalho Manual",86472.75314,"Baixo Risco"
"894",4322,58,"Mestrado","Gerente",52953.02365,"Baixo Risco"
"895",4324,41,"Ensino Medio","Estudante",25699.04547,"Baixo Risco"
"896",4328,22,"Ensino Fundamental","Do Lar",2214.069804,"Alto Risco"
"897",4331,45,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"898",4335,54,"Mestrado","Trabalho Administrativo",62012.60937,"Baixo Risco"
"899",4337,62,"Ensino Fundamental","Trabalho Administrativo",23288.14643,"Alto Risco"
"900",4338,58,"Mestrado","Advogado",102903.8717,"Baixo Risco"
"901",4343,44,"Ensino Fundamental","Trabalho Administrativo",24849.43965,"Baixo Risco"
"902",4347,43,"Ensino Superior","Trabalho Manual",86393.30506,"Baixo Risco"
"903",4355,34,"Ensino Medio","Trabalho Manual",55352.90711,"Alto Risco"
"904",4357,49,"Ensino Superior","Profissional",105276.6218,"Baixo Risco"
"905",4359,48,"Ensino Superior","Gerente",27499.48324,"Baixo Risco"
"906",4362,38,"Ensino Fundamental","Trabalho Administrativo",50718.31097,"Baixo Risco"
"907",4368,46,"Ensino Medio","Trabalho Manual",25772.49167,"Alto Risco"
"908",4374,47,"Mestrado","Advogado",138689.362,"Baixo Risco"
"909",4375,53,"Mestrado","Trabalho Administrativo",67188.53679,"Alto Risco"
"910",4378,38,"Mestrado","Advogado",46927.74799,"Baixo Risco"
"911",4381,50,"Ensino Superior","Trabalho Manual",58504.00815,"Alto Risco"
"912",4387,36,"Mestrado","Advogado",51625.95132,"Baixo Risco"
"913",4400,53,"Mestrado","Advogado",66429.05116,"Baixo Risco"
"914",4423,36,"Ensino Superior","Trabalho Administrativo",37868.62694,"Baixo Risco"
"915",4424,39,"Ensino Medio","Do Lar",20074.72875,"Baixo Risco"
"916",4428,41,"Mestrado","Do Lar",0,"Baixo Risco"
"917",4433,40,"Ensino Superior","Do Lar",6946.982199,"Alto Risco"
"918",4436,33,"Ensino Medio","Trabalho Administrativo",33391.56753,"Baixo Risco"
"919",4437,53,"Ensino Medio","Trabalho Manual",69861.09416,"Baixo Risco"
"920",4439,54,"Ensino Fundamental","Estudante",6450.17541,"Alto Risco"
"921",4449,38,"Ensino Superior","Do Lar",62360.89342,"Baixo Risco"
"922",4456,51,"PhD","Medico",197223.9381,"Baixo Risco"
"923",4463,45,"Ensino Superior","Profissional",96599.45597,"Baixo Risco"
"924",4467,48,"Mestrado","Advogado",86418.48055,"Baixo Risco"
"925",4468,54,"PhD","Gerente",159493.9935,"Baixo Risco"
"926",4469,59,"Ensino Superior","Gerente",108402.6134,"Baixo Risco"
"927",4472,53,"Mestrado","Gerente",114546.7095,"Alto Risco"
"928",4473,44,"Ensino Fundamental","Trabalho Administrativo",29079.38074,"Baixo Risco"
"929",4476,37,"Ensino Medio","Estudante",0,"Alto Risco"
"930",4500,48,"Mestrado","Gerente",146632.2681,"Baixo Risco"
"931",4509,39,"Ensino Medio","Trabalho Manual",39856.73195,"Baixo Risco"
"932",4513,41,"Ensino Fundamental","Trabalho Administrativo",18408.39545,"Alto Risco"
"933",4521,71,"Mestrado","Profissional",76000,"Baixo Risco"
"934",4527,53,"Ensino Superior","Estudante",0,"Alto Risco"
"935",4530,42,"Ensino Medio","Do Lar",12000,"Alto Risco"
"936",4532,43,"Ensino Medio","Trabalho Manual",36613.877,"Alto Risco"
"937",4533,50,"Mestrado","Advogado",143358.0133,"Baixo Risco"
"938",4535,37,"Ensino Medio","Do Lar",32053.14005,"Baixo Risco"
"939",4536,31,"Ensino Medio","Estudante",24964.6795,"Alto Risco"
"940",4542,44,"Ensino Medio","Trabalho Manual",22959.66781,"Alto Risco"
"941",4551,65,"Ensino Medio","Estudante",5012.663832,"Alto Risco"
"942",4554,51,"Mestrado","Profissional",61569.45563,"Baixo Risco"
"943",4555,45,"Ensino Fundamental","Trabalho Administrativo",14484.34633,"Baixo Risco"
"944",4564,48,"PhD","Gerente",144240.6628,"Baixo Risco"
"945",4572,48,"Ensino Superior","Trabalho Manual",49081.96546,"Baixo Risco"
"946",4573,50,"PhD","Gerente",87000,"Baixo Risco"
"947",4577,45,"Ensino Superior","Profissional",77337.17993,"Baixo Risco"
"948",4579,39,"Ensino Medio","Gerente",33042.60247,"Alto Risco"
"949",4583,54,"PhD","Advogado",191330.4228,"Baixo Risco"
"950",4584,35,"Ensino Fundamental","Do Lar",1886.234951,"Alto Risco"
"951",4596,49,"Ensino Fundamental","Trabalho Administrativo",54638.82654,"Baixo Risco"
"952",4599,54,"Mestrado","Advogado",97776.92894,"Baixo Risco"
"953",4607,63,"Ensino Superior","Profissional",33313.75121,"Alto Risco"
"954",4609,37,"Ensino Medio","Do Lar",15739.02073,"Baixo Risco"
"955",4610,55,"PhD","Gerente",149854.4024,"Baixo Risco"
"956",4616,33,"PhD","Advogado",157263.2877,"Baixo Risco"
"957",4617,50,"PhD","Medico",257416.1622,"Baixo Risco"
"958",4633,47,"Ensino Fundamental","Trabalho Manual",75210.03225,"Baixo Risco"
"959",4638,57,"Ensino Medio","Estudante",4203.65291,"Alto Risco"
"960",4641,57,"Mestrado","Profissional",145654.7359,"Baixo Risco"
"961",4653,35,"Ensino Fundamental","Do Lar",0,"Baixo Risco"
"962",4655,33,"Ensino Superior","Do Lar",5062.962153,"Alto Risco"
"963",4659,33,"Ensino Medio","Trabalho Manual",40989.96949,"Baixo Risco"
"964",4669,41,"Ensino Medio","Trabalho Administrativo",36978.14079,"Baixo Risco"
"965",4678,42,"Ensino Medio","Trabalho Manual",38518.93272,"Baixo Risco"
"966",4685,46,"Ensino Medio","Trabalho Administrativo",41943.69339,"Alto Risco"
"967",4686,30,"Ensino Superior","Trabalho Administrativo",49449.54781,"Baixo Risco"
"968",4691,54,"Ensino Fundamental","Trabalho Administrativo",16739.16133,"Baixo Risco"
"969",4695,48,"Ensino Medio","Gerente",34071.41005,"Baixo Risco"
"970",4698,44,"Ensino Medio","Profissional",76000,"Baixo Risco"
"971",4700,30,"Ensino Fundamental","Trabalho Administrativo",17619.08946,"Alto Risco"
"972",4711,53,"PhD","Medico",128000,"Baixo Risco"
"973",4722,43,"Ensino Superior","Trabalho Manual",50336.47642,"Baixo Risco"
"974",4727,34,"Ensino Medio","Estudante",44653.407,"Baixo Risco"
"975",4756,34,"Ensino Fundamental","Trabalho Manual",43820.98846,"Baixo Risco"
"976",4762,46,"Ensino Superior","Profissional",23800.75344,"Baixo Risco"
"977",4763,54,"Ensino Medio","Profissional",53099.27034,"Baixo Risco"
"978",4766,53,"Mestrado","Advogado",62730.52901,"Baixo Risco"
"979",4770,30,"Mestrado","Advogado",100730.9238,"Baixo Risco"
"980",4784,40,"Ensino Superior","Estudante",0,"Baixo Risco"
"981",4791,54,"Ensino Medio","Trabalho Manual",66333.74356,"Baixo Risco"
"982",4795,50,"Mestrado","Advogado",22783.72623,"Baixo Risco"
"983",4799,36,"Ensino Superior","Profissional",91729.22609,"Alto Risco"
"984",4802,31,"Ensino Superior","Do Lar",0,"Baixo Risco"
"985",4805,39,"Ensino Superior","Profissional",117328.6115,"Alto Risco"
"986",4814,51,"Ensino Medio","Trabalho Manual",69550.86158,"Alto Risco"
"987",4816,49,"Ensino Medio","Trabalho Manual",58000,"Alto Risco"
"988",4817,44,"Ensino Superior","Trabalho Manual",49098.18405,"Baixo Risco"
"989",4822,43,"Ensino Medio","Trabalho Administrativo",23381.63352,"Baixo Risco"
"990",4827,61,"Mestrado","Advogado",56210.26624,"Baixo Risco"
"991",4833,50,"Mestrado","Trabalho Administrativo",60927.35918,"Baixo Risco"
"992",4836,66,"Ensino Superior","Profissional",76000,"Baixo Risco"
"993",4842,37,"Mestrado","Do Lar",29914.76536,"Baixo Risco"
"994",4844,36,"Ensino Medio","Estudante",0,"Baixo Risco"
"995",4845,38,"Ensino Medio","Trabalho Manual",21147.14569,"Alto Risco"
"996",4849,53,"Mestrado","Advogado",186706.0232,"Baixo Risco"
"997",4850,35,"Ensino Superior","Trabalho Manual",106580.8052,"Baixo Risco"
"998",4860,39,"Ensino Medio","Trabalho Administrativo",59995.26965,"Baixo Risco"
"999",4863,48,"Ensino Fundamental","Trabalho Manual",40244.8633,"Alto Risco"
"1000",4871,24,"Ensino Medio","Estudante",6300,"Baixo Risco"
"1001",4878,34,"Ensino Fundamental","Estudante",4273.206701,"Baixo Risco"
"1002",4881,62,"Mestrado","Advogado",85080.88512,"Alto Risco"
"1003",4888,47,"Ensino Medio","Trabalho Administrativo",28626.17979,"Alto Risco"
"1004",4900,39,"Mestrado","Profissional",76791.14132,"Alto Risco"
"1005",4906,38,"Ensino Medio","Trabalho Administrativo",33236.92528,"Alto Risco"
"1006",4909,55,"PhD","Advogado",138280.7602,"Baixo Risco"
"1007",4916,51,"Ensino Superior","Profissional",51734.4056,"Baixo Risco"
"1008",4918,46,"Ensino Superior","Profissional",100252.8214,"Alto Risco"
"1009",4926,47,"Ensino Medio","Trabalho Manual",44451.78542,"Baixo Risco"
"1010",4928,42,"Ensino Superior","Gerente",30587.50031,"Baixo Risco"
"1011",4941,32,"Ensino Medio","Do Lar",0,"Baixo Risco"
"1012",4946,51,"PhD","Medico",90799.89732,"Baixo Risco"
"1013",4949,39,"PhD","Advogado",25150.25459,"Baixo Risco"
"1014",4956,46,"Ensino Medio","Gerente",57624.88395,"Baixo Risco"
"1015",4966,50,"PhD","Medico",18356.94198,"Baixo Risco"
"1016",4969,46,"Ensino Fundamental","Trabalho Administrativo",11362.71216,"Alto Risco"
"1017",4973,47,"Mestrado","Advogado",102051.3247,"Baixo Risco"
"1018",4978,62,"Ensino Superior","Trabalho Manual",33712.64957,"Baixo Risco"
"1019",4982,29,"Ensino Superior","Profissional",87861.72801,"Baixo Risco"
"1020",4985,51,"Ensino Superior","Gerente",74576.03386,"Baixo Risco"
"1021",4991,48,"Mestrado","Profissional",77832.99905,"Baixo Risco"
"1022",4998,45,"Ensino Medio","Trabalho Manual",93479.95643,"Baixo Risco"
"1023",5000,50,"Ensino Medio","Trabalho Manual",53924.00958,"Alto Risco"
"1024",5004,48,"Ensino Superior","Trabalho Manual",67275.14881,"Baixo Risco"
"1025",5005,25,"Ensino Superior","Trabalho Manual",66389.73265,"Alto Risco"
"1026",5011,27,"Ensino Medio","Trabalho Manual",35850.61377,"Alto Risco"
"1027",5016,35,"Mestrado","Advogado",64529.71458,"Baixo Risco"
"1028",5018,45,"Ensino Superior","Profissional",71512.1491,"Baixo Risco"
"1029",5034,38,"Ensino Fundamental","Trabalho Manual",58000,"Baixo Risco"
"1030",5038,39,"Mestrado","Advogado",75701.4902,"Baixo Risco"
"1031",5042,30,"Ensino Fundamental","Trabalho Administrativo",23022.45375,"Baixo Risco"
"1032",5046,40,"Ensino Medio","Trabalho Manual",76633.52891,"Baixo Risco"
"1033",5051,45,"Ensino Superior","Trabalho Administrativo",22682.85966,"Baixo Risco"
"1034",5054,57,"PhD","Gerente",129401.5104,"Baixo Risco"
"1035",5057,64,"PhD","Gerente",83585.41973,"Alto Risco"
"1036",5062,31,"Ensino Superior","Trabalho Manual",90692.97251,"Baixo Risco"
"1037",5063,51,"Mestrado","Advogado",126441.6658,"Baixo Risco"
"1038",5065,60,"Ensino Fundamental","Trabalho Administrativo",15260.82199,"Baixo Risco"
"1039",5066,47,"PhD","Medico",108225.4051,"Baixo Risco"
"1040",5076,40,"Mestrado","Advogado",118526.7599,"Baixo Risco"
"1041",5089,42,"Ensino Fundamental","Do Lar",5824.066294,"Baixo Risco"
"1042",5092,42,"PhD","Medico",251883.0017,"Baixo Risco"
"1043",5093,30,"Ensino Fundamental","Estudante",0,"Alto Risco"
"1044",5094,45,"Ensino Medio","Estudante",14554.30594,"Baixo Risco"
"1045",5098,30,"Ensino Superior","Do Lar",0,"Alto Risco"
"1046",5102,39,"Ensino Medio","Trabalho Manual",26199.03777,"Baixo Risco"
"1047",5112,46,"Mestrado","Advogado",112212.6109,"Alto Risco"
"1048",5117,47,"Ensino Medio","Profissional",62215.90819,"Alto Risco"
"1049",5127,35,"Ensino Superior","Estudante",0,"Alto Risco"
"1050",5130,59,"Mestrado","Trabalho Manual",54000,"Alto Risco"
"1051",5131,56,"Ensino Superior","Do Lar",25632.232,"Alto Risco"
"1052",5132,51,"Mestrado","Trabalho Manual",47204.16773,"Baixo Risco"
"1053",5135,43,"Ensino Medio","Estudante",0,"Alto Risco"
"1054",5136,57,"Ensino Superior","Do Lar",0,"Baixo Risco"
"1055",5147,25,"Ensino Superior","Trabalho Manual",75384.94267,"Baixo Risco"
"1056",5157,49,"Ensino Medio","Trabalho Manual",73250.51252,"Baixo Risco"
"1057",5160,45,"Ensino Fundamental","Trabalho Administrativo",20652.9753,"Baixo Risco"
"1058",5165,59,"Ensino Superior","Profissional",25833.48596,"Baixo Risco"
"1059",5166,39,"Ensino Medio","Trabalho Manual",41869.04313,"Alto Risco"
"1060",5172,34,"Ensino Fundamental","Trabalho Manual",33538.08335,"Alto Risco"
"1061",5173,45,"Ensino Fundamental","Trabalho Manual",35315.62685,"Baixo Risco"
"1062",5179,36,"Ensino Medio","Trabalho Manual",82779.96561,"Alto Risco"
"1063",5184,39,"Ensino Medio","Trabalho Manual",30618.36184,"Baixo Risco"
"1064",5187,40,"Ensino Superior","Profissional",76000,"Baixo Risco"
"1065",5191,31,"Mestrado","Gerente",106984.7149,"Baixo Risco"
"1066",5193,45,"Ensino Superior","Do Lar",0,"Baixo Risco"
"1067",5194,58,"PhD","Gerente",229207.2913,"Baixo Risco"
"1068",5199,51,"Ensino Medio","Trabalho Manual",48680.36383,"Baixo Risco"
"1069",5212,54,"Mestrado","Advogado",96728.22093,"Baixo Risco"
"1070",5213,47,"Ensino Medio","Trabalho Administrativo",33716.60415,"Alto Risco"
"1071",5224,50,"Ensino Medio","Estudante",0,"Baixo Risco"
"1072",5226,52,"Ensino Superior","Profissional",76000,"Baixo Risco"
"1073",5239,45,"Ensino Fundamental","Estudante",8233.680168,"Alto Risco"
"1074",5252,43,"Ensino Superior","Profissional",62638.27412,"Alto Risco"
"1075",5264,36,"Ensino Medio","Do Lar",0,"Baixo Risco"
"1076",5266,44,"Ensino Medio","Trabalho Manual",38543.51972,"Baixo Risco"
"1077",5271,55,"Mestrado","Do Lar",71011.71357,"Baixo Risco"
"1078",5273,35,"Ensino Medio","Trabalho Administrativo",25273.38735,"Baixo Risco"
"1079",5276,43,"Ensino Medio","Trabalho Administrativo",46914.64524,"Alto Risco"
"1080",5278,59,"Mestrado","Gerente",71690.32444,"Baixo Risco"
"1081",5281,49,"Ensino Fundamental","Estudante",11068.66054,"Alto Risco"
"1082",5283,43,"Ensino Medio","Estudante",0,"Alto Risco"
"1083",5291,45,"Mestrado","Gerente",85727.46304,"Baixo Risco"
"1084",5294,46,"Ensino Superior","Profissional",57322.60065,"Baixo Risco"
